item.name,item.id,item.username,"item.public_metrics[""followers_count""]","item.public_metrics[""following_count""]","item.public_metrics[""tweet_count""]","item.public_metrics[""listed_count""]"
U of T Mississauga,18922472,UTM,21130,997,23397,284
Chuck The Freak,342835127,Chuckthefreak,31845,640,10838,66
Alex McShane,1249174530930638848,mcshane_writes,10345,689,97,92
Benzinga,44060322,Benzinga,226892,1753,174511,4567
Saverio Guerra,796797464036671489,saverio825,3643,734,10419,11
Barnacules Nerdgasm 🤓,762522504,Barnacules,115752,1451,213233,796
Martin Varsavsky,781293,martinvars,123790,2449,51396,4665
kif,167048236,kifleswing,7998,2283,8525,319
Jason Nelson,739164545306918912,dragonwolftech,4293,4952,22533,66
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
The St. Catharines Standard,18904578,StCatStandard,21323,1515,118267,349
stacks.btc,3285797414,Stacks,107455,165,4894,1693
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Courtney G Stephen,140099977,TheCStephen,6121,1799,22365,77
Michael Lee ∞,2374266992,CashBowie,25247,2687,1215,39
Campus Reform,44914646,campusreform,141748,22698,75779,1426
inkl,2341085688,inkl,11364,883,9266,104
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
"Mike Jackson, Esq.",97832363,TheTruthJackson,7613,564,165894,159
Mikael Pawlo,17511527,mpawlo,8977,2953,74708,208
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Brian Fitzgerald 🍀,14188906,BryFitz,6390,1322,32952,362
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
André Di Mauro,96389470,andredimauro,94888,2162,15279,83
Crypto Daily™,910120075637686272,cryptodailyuk,67646,1601,16506,168
CoinsKid,24671050,tomskiweb,116640,127,11045,617
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
Jessica Vaugn,50595242,JessicaVaugn,330127,3820,54694,907
DJ Vlad - VladTV.com,18088038,djvlad,168847,933,253067,1559
Alejandro Muyshondt ⚡,307980074,AMuyshondt,163000,609,849,149
Nairametrics,1427565012,Nairametrics,107962,501,139232,427
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
Alex Mena,394465457,alexmenamiami,3261,792,50901,148
Christopher Hooks,349817494,cd_hooks,38929,1667,32178,690
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
Lord Fusitu'a,36624001,LordFusitua,33326,3488,40297,171
Choice 🧟‍♀️,109077522,choicebyKT,21841,1513,8429,229
santi.eth 💧,9321342,santisiri,110375,6732,117362,1912
jeffcarvalho.eth🎈,1580991,jeffcarvalho,10142,878,1500,240
David Chou,107740210,dchou1107,15246,1240,120013,1817
BC,1116706910265335808,B_Craw4D,1506,1302,35944,16
EllioTrades,948736680554409984,elliotrades,653735,1040,6226,4928
ZDNet,3819701,ZDNet,464907,205,334487,12031
TheStreet,15281391,TheStreet,822147,1241,220405,7312
Bloomberg CityLab,331803536,CityLab,246548,839,113282,6860
brian lucey,45114987,brianmlucey,22086,569,126558,579
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
Dan Medeiros,483306471,ManVsTweets,891,810,4664,23
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Oliver Renick,1580555131,OJRenick,13615,808,26374,285
McCoy //,14366637,chrisamccoy,8016,3636,63922,461
Slate,15164565,Slate,1771045,698,527873,30235
InTheMoneyStocks.com,18616722,ITMS,12088,336,28483,149
Gareth Soloway,259354209,GarethSoloway,63007,17,16029,622
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Joseph Omotayo,84857912,omotayome,795,604,15201,13
Tampa Bay Times,14304462,TB_Times,298979,5592,253108,3074
Independent Premium,1044844792126033925,indypremium,4053,1,50226,43
Ray Youssef,3313864528,raypaxful,27523,1606,11959,274
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
Quelle Christopher,88261515,QuelleChris,21041,2779,44111,158
megan nicole,960688663809155073,megnturner_,4125,2037,15997,25
Sam Barlow,126152870,mrsambarlow,13309,938,27545,262
BuzzFeed News,1020058453,BuzzFeedNews,1394178,4766,203876,11906
Thack,13151882,DaveThackeray,3830,313,107032,293
Hedgeye,18719020,Hedgeye,120628,1130,77888,2613
Tam Nguyen,24827826,madebytam,404,781,1772,6
Samson Mow,14654494,Excellion,199278,2718,41247,3054
Darren Heitner,1381911,DarrenHeitner,47464,106,54475,1015
Raphael Schön,173602716,raphschoen,8722,783,6668,96
Mayor Eric Johnson,43467353,Johnson4Dallas,41223,2502,19360,485
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
CoinMetro,918922778073620481,CoinMetro,17579,1357,3245,131
Financial Review,19050000,FinancialReview,332397,538,226223,3541
Darren Rovell,24277551,darrenrovell,2001240,3429,188016,11918
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
State of the Union,17112878,CNNSotu,233848,8950,32889,2268
Joe Pompliano,1230676218770579456,JoePompliano,355263,1356,12546,1839
EMPEROR VICTORIOUS SUPREME,187059615,EthanVanSciver,43102,1707,66812,466
Phill Ryu,5774552,phillryu,13811,844,21520,559
8ƀit,91395579,8BIT,11124,3,3240,364
Josh Elman,1979921,joshelman,114943,2696,11678,3555
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Hunter Mahan,70728069,HunterMahan,294328,325,17187,2955
Kittu Kolluri,32322589,kittukolluri,4608,1747,10892,167
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Shomari Williams,23157622,ShoWill33,6445,1406,1498,127
nic carter,420308365,nic__carter,298089,2851,44688,5089
CoinsKid,24671050,tomskiweb,116640,127,11045,617
Phill Ryu,5774552,phillryu,13811,844,21520,559
Charlie Bilello,1413027896,charliebilello,359220,117,23513,6686
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Erich Reimer,853060001199517697,ErichReimer,27334,774,8925,49
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Frank Giustra,973371776,Frank_Giustra,30300,896,16020,367
rui da silva,7343782,ruidasilva,43451,219,38265,219
Shug 🤙🏻,307687137,JShugs76,1988,1420,9549,31
Brahim BOUMZAR ابراهيم بومزار,1308862164934033408,Brahim_Boumzar,6420,678,3217,19
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
The Economist,32353291,EconUS,122077,200,48054,3476
Ben Armstrong,954005112174862336,Bitboy_Crypto,798348,616,23272,3938
Ars Tech Policy,17163202,ArsLaw,4900,357,13256,447
Ars Technica,717313,arstechnica,1151293,1338,123390,28174
Barron's,20449296,barronsonline,213778,35,62997,4886
Rahul Sood 🐔🐴🦄∞/21m🚀,14118292,rahulsood,27031,3730,36482,830
Nick Sheppard,18227020,Shep_I_Am,7299,2045,20154,63
Dan Gambardello,37881270,cryptorecruitr,214001,260,15144,965
Paul Spain,20306645,PaulSpain,6661,3804,5904,171
Crypto Jack,1415997802321256453,cryptojack,21471,333,573,69
The Telegraph,16343974,Telegraph,3146748,860,462830,20047
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
Jeff Booth,16461706,JeffBooth,299874,5116,7467,2469
Kyle Hill (kaleazy.btc),253389790,kaleazy,10413,1019,14570,190
TribLIVE.com,20269833,TribLIVE,91662,202,238971,1356
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Courtney Trouble,14792188,courtneytrouble,46385,2387,84713,353
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
WendyO.eth,935742315389444096,CryptoWendyO,249076,920,28436,2256
Blockstream,2307692107,Blockstream,188389,901,9922,2838
Judith Enck,3011349201,enckj,7211,1438,47879,102
Chris de Jong,1676857266,chrisJcsgo,86657,1073,11127,383
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Jeff Scott,446605899,Kleptosclerosis,584,860,7259,16
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
Slate,15164565,Slate,1771045,698,527873,30235
Rob Wile,27810354,rjwile,8530,9995,1244,342
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
CoinMarketCap,2260491445,CoinMarketCap,4730864,1826,16369,14301
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
dan ushman,18557769,danushman,15721,539,25424,339
Cobie,2259434528,cobie,620414,572,54416,9327
Christophe Barraud🛢,537175623,C_Barraud,112648,253,42435,2958
The Big Time with Whitney Allen,26602990,thebigtime,3718,1570,18119,68
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
ZDNet,3819701,ZDNet,464907,205,334487,12031
Jules Polonetsky,8919762,JulesPolonetsky,20135,9141,17638,949
OttoMattic,362787242,OttoMatticBaby,113935,773,314956,102
The Economist,5988062,TheEconomist,26187220,138,292229,119322
Michael Prince Capital,2412917082,SHO_Billions,107038,214,12720,423
"Michael A. Gayed, CFA",227755413,leadlagreport,581213,1,36175,2325
KING 5 News,19430999,KING5Seattle,687907,8003,369031,4946
MTV English News,1089342374,MTVEnglishNews,23728,219,249836,322
muneeb.btc,14110443,muneeb,81280,509,11589,2193
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
SafePal - Crypto Wallet,1068417957686992896,iSafePal,462120,1571,5964,1109
Bitget,1098881129057112064,bitgetglobal,117921,335,2987,38
Sven Henrich,714051110,NorthmanTrader,346842,67,30035,6005
Daily Mail US,380285402,DailyMail,374098,1814,271835,3323
Paul McNamara,815667453736943616,M_PaulMcNamara,28494,2029,50140,524
Ray Youssef,3313864528,raypaxful,27523,1606,11959,274
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
Benzinga,44060322,Benzinga,226892,1753,174511,4567
Watcher.Guru,1387497871751196672,WatcherGuru,575225,20,4401,961
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Alan Farley,175754840,msttrader,9505,74,68830,383
Dr. John Grohol,16854190,DocJohnG,12146,9086,12436,508
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
Bill Perkins (Guy),20930065,bp22,59516,1264,29429,422
Namcios,1273776346771132417,namcios,3568,583,1497,57
U.S. News Investing,204916935,USNewsInvesting,14204,222,33534,476
Daily Mail US,380285402,DailyMail,374098,1814,271835,3323
Samrat X সম্রাট,232550149,MrSamratX,11222,4573,61335,144
Forbes,91478624,Forbes,17422581,5144,357798,61313
TIMES NOW,240649814,TimesNow,10173815,376,760892,5742
Jacob Silverman,4011928402,SilvermanJacob,15387,3893,3289,221
Davinci Jeremie,285869396,Davincij15,395272,164,6437,1182
ilovecannabis.eth,28797294,jessepeakdotcom,17509,3164,84961,118
Kenny Florian,26667184,kennyflorian,313654,919,41285,3688
Numbrs,1251697254,Numbrs,171389,52,760,435
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Oscar Williams-Grut,275574802,OscarWGrut,15320,3930,47523,993
Royalty,38382649,royaltyuso,34517,3066,116889,93
Judith Enck,3011349201,enckj,7211,1438,47879,102
Cory Doctorow,2729061,doctorow,477561,2297,376715,12785
Steve Garfield,774675,stevegarfield,31974,34124,126625,2582
rui da silva,7343782,ruidasilva,43451,219,38265,219
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Anthony Scaramucci,24578794,Scaramucci,1026056,2159,37233,4297
Intl. Business Times,78714922,IBTimes,121347,61,200966,1755
Cash App Support,751858337377980416,CashSupport,83147,1,151025,103
Nathalia Foditsch (LLM/MPP),409552913,Foditsch,1453,1741,1523,28
Michael Deibert,70776910,michaelcdeibert,15866,3343,116754,356
American Banker,26755480,AmerBanker,70469,629,61257,2111
Crypto Jack,1415997802321256453,cryptojack,21471,333,573,69
The Edge Singapore,2434782242,readtheedge_sg,2540,187,28396,137
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Asia Financial,1238390514509996032,Asia_Financial,1886,24,6714,51
WION,711760467383877632,WIONews,404955,97,217580,1530
İyad el-Baghdadi | إياد البغدادي,18725815,iyad_elbaghdadi,141636,3468,193278,2636
"Michael A. Gayed, CFA",227755413,leadlagreport,581213,1,36175,2325
Charles Arthur,5959342,charlesarthur,74144,1403,247855,3971
Luc Bernard,19640704,LucBernard,6021,943,18707,59
CNBC Make It,514513113,CNBCMakeIt,74763,293,82370,1043
euronews,25067168,euronews,488234,1113,156723,8604
Euronews Next,420234784,euronewsnext,9504,117,5536,242
TotemFi,1310598965646299136,TotemFi,22371,1925,1319,66
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Kraken Exchange,1399148563,krakenfx,1293296,120,6378,7426
Raphael Schön,173602716,raphschoen,8722,783,6668,96
"Mike ""(3,3)"" McDonald",43362712,MikeMcDonald89,72100,400,12140,922
Lolli 🍭,971046392872521730,trylolli,65132,1245,19623,515
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
CoinsKid,24671050,tomskiweb,116640,127,11045,617
DT en Español,3374269216,DigitalTrendsEs,140890,135468,66268,750
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
ZDNet,3819701,ZDNet,464907,205,334487,12031
NewsWire 🇱🇰,1176546593861820416,NewsWireLK,66878,2,12687,108
Wall Street Journal Opinion,7228682,WSJopinion,119229,154,65523,2558
Dj Akuaa,29321134,DjAkuaa,9141,1221,36040,32
hussein kanji,2278321,hkanji,19543,6243,93906,920
cutto,1455301757953720321,cuttocrypto,4399,13,336,5
Joshua Zitser,217478683,mrjoshz,12554,4400,22410,63
Bitget,1098881129057112064,bitgetglobal,117921,335,2987,38
Blockworks,989912836901089282,Blockworks_,158054,4848,13207,1477
Miami Herald,14085040,MiamiHerald,499296,1007,271349,6944
MSNBC,2836421,MSNBC,4490708,791,272927,29628
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
DAILY SABAH,2231905548,DailySabah,481963,3,183836,1684
Spiros Margaris,2711212681,SpirosMargaris,118046,18545,246507,5812
MMCrypto,904700529988820992,MMCrypto,746734,3366,7096,2776
South China Morning Post,23922797,SCMPNews,852315,305,342316,8303
Amanda Rivkin,197178640,amandarivkin,6008,5043,19180,231
Sumit Kashyap,43407467,sumitkashyapjha,23353,863,131902,134
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Seán Ono Lennon,17427779,seanonolennon,341666,3506,26148,3235
12NewsNow,28123142,12NewsNow,42381,2505,159658,475
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
John Bowe,895118100,JohnBoweActor,73130,1227,37327,154
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
ZebPay,2705856996,zebpay,81685,569,10201,304
Paul McNamara,815667453736943616,M_PaulMcNamara,28494,2029,50140,524
KUCOIN,910110294625492992,kucoincom,1466773,843,14237,5999
Karim Jovian,32303391,KJovian,67800,675,31490,119
Eric Vanderburg,16309969,evanderburg,52928,145,540332,4274
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
Spiros Margaris,2711212681,SpirosMargaris,118046,18545,246507,5812
Slashdot,1068831,slashdot,302695,206,111498,10832
Matteo Acitelli,84936942,MatteoAcitelli,6538,289,5190,60
Ketan Joshi,420100653,KetanJ0,56468,9134,188013,0
Business Today,161318053,business_today,1152332,384,156139,1916
SBI Card,84795529,SBICard_Connect,288048,108,483241,215
hussein kanji,2278321,hkanji,19543,6243,93906,920
ET Infotech News,36321592,ETInfotechNews,27165,24,39125,462
Slate,15164565,Slate,1771045,698,527873,30235
Washington Examiner,18956073,dcexaminer,290842,332,581653,4015
Bloomberg CityLab,331803536,CityLab,246548,839,113282,6860
Raphael Schön,173602716,raphschoen,8722,783,6668,96
The Korea Times,552548889,koreatimescokr,35279,34,43010,725
Ashish Chaturvedi,1074583694365478919,AshishZBiz,25916,569,3493,57
Sapna Singh,828315301183909889,EarnWithSapna,176948,416,1311,88
African Business Magazine,397938481,AfricanBizMag,24419,971,10316,408
Daniel D. Eckert,281766494,Tiefseher,21764,1147,51652,528
bob clendenin 🇺🇸,104309271,bobclendenin,18534,1122,93354,166
Vivek Nayer,110087484,Vivek_Nayer,12322,109,17683,101
WTHR.com,16640775,WTHRcom,283762,7468,336723,1960
Samson Mow,14654494,Excellion,199278,2718,41247,3054
ZDNet,3819701,ZDNet,464907,205,334487,12031
The Economist,5988062,TheEconomist,26187220,138,292229,119322
Pitbull Token,1372251751638822914,BscPitbull,127317,135,1178,161
The Scottish Sun,20583090,ScottishSun,58726,927,277336,538
Bruno Skvorc | bruno.eth,125083073,bitfalls,36113,5657,32898,550
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
ARY News,1430793200,ARYNEWSOFFICIAL,3936908,38,211424,1919
Wall Street Silver,1366565625401909249,WallStreetSilv,54664,406,3021,332
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
The Economist’s 1843 magazine,60959527,1843mag,111775,252,19141,2207
CoryBernardi.com.au,80965423,corybernardi,49291,79,61,464
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
Paxful India,1227967791791140864,paxful_India,4450,9,893,11
Adam Nash,1421521,adamnash,41130,2195,43311,1263
§Alex Adelman 🍭,110933821,alexadelman,19532,3853,15796,395
JAYECANE,35837162,Jayecane,242659,241,182872,427
MSN South Africa,163058272,MSNSouthAfrica,10873,434,220072,66
Kirtan A Shah,131119176,KirtanShahCFP,72161,96,13030,646
Businessweek,67358777,BW,1964833,609,148435,20035
WFMY News 2,14361260,WFMY,133762,782,324725,994
Forbes Asia,52429763,ForbesAsia,30094,663,37328,673
Daily Freeman,97030466,DailyFreeman,15874,880,162489,370
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
ABC10,18655359,ABC10,154534,2000,234122,1542
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
Ran NeuNer,58487473,cryptomanran,574367,2694,12068,4436
Edward Ongweso Jr,1135622396,bigblackjacobin,48573,3484,47878,367
Mirror Now,3638215945,MirrorNow,107496,27,149304,382
Forbes Middle East,1276177187322945541,Forbes_MENA_,7018,10,16934,55
ETMarkets,81083096,ETMarkets,567660,198,232622,2134
Brisbane Times,18749677,brisbanetimes,290134,1602,74489,1330
Harry Hurst,605573599,harryhurst,51623,525,5584,495
Choice 🧟‍♀️,109077522,choicebyKT,21841,1513,8429,229
The Sunday Standard,287587232,Sunday_Standard,8605,144,26952,65
Moneycontrol,68927629,moneycontrolcom,1245319,345,342268,3247
Forbes,91478624,Forbes,17422579,5144,357798,61313
Kate Irwin,1285515311807000576,pixiekate13,11905,397,1872,64
Andy Downing,143288601,andydowning33,3022,766,1294,64
Mark R. Hall,113074596,MarkRHall,7187,4271,25864,93
ETMarkets,81083096,ETMarkets,567660,198,232622,2134
Seán Ono Lennon,17427779,seanonolennon,341666,3506,26148,3235
NYT Business,1754641,nytimesbusiness,834317,462,241368,15340
NOT Olivier Aubin-Mercier,1554143083,oliaubin,17892,1061,5866,162
Moneycontrol,68927629,moneycontrolcom,1245319,345,342268,3247
sun.mv,220906523,sunbrk,131612,397,177675,265
The Star,22594051,staronline,1755829,251,449125,4064
TIMES NOW,240649814,TimesNow,10173815,376,760892,5742
Jeff 💙✌️,2694154514,JeffTutorials,7903,69,21893,175
Crypto Daily™,910120075637686272,cryptodailyuk,67646,1601,16506,168
manu #BLM 🖖,3240396234,trekonomics,17428,5844,648,330
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
Frank Chaparro,2933805082,fintechfrank,124033,1632,44950,2187
Samsung Mobile US,14117843,SamsungMobileUS,4806722,18542,187508,8526
WUSA9,15391102,wusa9,128200,5311,354381,2928
DADITO CALDERONE,70717194,TAXSTONE,68612,1475,413080,516
Business Standard,43855487,bsindia,2175622,429,378615,3666
Byron Kaye,2990400792,byronkaye,19877,5231,1475,91
ZDNet,3819701,ZDNet,464907,205,334487,12031
R “Ray” Wang 王瑞光 #1A #MetaVerse #MWC22 #LetsGo,14562685,rwang0,137948,101526,385259,6783
Jonathan Chevreau,22150874,JonChevreau,64388,19443,85862,1344
Mike Stewart,30256620,MikestewartAP,1831,702,21917,79
Bitcoin News,3367334171,BTCTN,2312349,921,24849,10327
Forbes Asia,52429763,ForbesAsia,30094,663,37328,673
Luke Broadlick,29125912,LukeBroadlick,71108,421,20046,662
Lyn Alden,823766058909761536,LynAldenContact,348852,285,10125,6104
cutto,1455301757953720321,cuttocrypto,4399,13,336,5
NotLuc,1140365217727209476,NotLucFN,92788,1792,7403,33
Jeff Booth,16461706,JeffBooth,299874,5116,7467,2469
JV Rufino,2525132424,JVRufinoINQ,2793,2185,61522,105
KENS 5,46326721,KENS5,167876,527,220132,1088
Libertarian Party of Tennessee,366409391,LPTN1776,8318,1126,10006,83
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
"Dan, Deity of Dips",901997441033134080,DipDeity,177264,217,15937,2741
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Frank Holmes,34844978,bulldogholmes,11263,1696,17359,161
Libertarian Party of Kentucky,16135656,lpky,12815,1227,5844,133
WR Record,37104970,WR_Record,85794,516,142428,811
Matt Leising | matthewl.eth,1206239276,mattleising,10987,937,12389,315
Sameepa Shetty,52029429,sameepa,3071,1441,10466,156
Slate,15164565,Slate,1771045,698,527873,30235
Trademichael Dave,24120037,CarmichaelDave,50399,466,221191,597
litquidity,932630991298007041,litcapital,198892,857,13135,1363
Bloomberg Wealth,1668256296,wealth,63380,1523,22606,736
Tyrone V. Ross Jr.,16262361,TR401,21306,1672,71246,385
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Steve Sammartino,12021112,sammartino,8144,291,40681,405
Lawrence McDonald,25163231,Convertbond,81887,13225,79645,2426
TIME,14293310,TIME,18557883,509,386222,104755
C.J. Wilson,20012454,str8edgeracer,197743,964,28692,2911
Eric Mizrachi,25015363,EricMizrachi,15387,246,12825,495
The Korea Times,552548889,koreatimescokr,35279,34,43010,725
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Emil Protalinski,46709686,EPro,14271,175,12571,735
t.j. miller,20035593,nottjmiller,296024,875,32449,2759
Ryan Blyth,453479589,Djryanblyth,3160,730,12384,33
Jaded Mandarin,25961741,Hollywood_Dave,3572,319,12146,210
CBS 8 San Diego,27745484,CBS8,156958,1686,118103,1913
MarketWatch,624413,MarketWatch,4195208,207,361290,29309
Alejandro Muyshondt ⚡,307980074,AMuyshondt,163000,609,849,149
dan ushman,18557769,danushman,15721,539,25424,339
Tiki Lau,1221144713916346368,tikilaumusic,993,111,536,0
A.J. Delgado,266894776,AJDelgado13,125431,1346,184110,942
JAYECANE,35837162,Jayecane,242659,241,182872,427
news.com.au,15250661,newscomauHQ,585821,4210,278248,3763
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
GEOFFREYWOO Ξ,161427827,geoffreywoo,14065,1427,2163,323
Adel,151805556,AdeldMeyer,58847,21850,70167,2428
Tony Chung,872470067371544576,chonytung,1322,209,1649,12
Terence Lee,44078181,terenceleejx,6963,1504,8949,305
Grady Booch,397689316,Grady_Booch,82512,512,77232,1511
Simon Yu,4918059373,SimonYuSEA,36894,1857,7434,202
Brady Dale,14513488,BradyDale,13951,999,80270,519
Leanna @ Black Hawk,28565270,leannablackhawk,3022,537,2314,84
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Crypto Adventure,798107102732500992,CryptoAdventure,102640,3961,12689,211
Aileen,25884426,lavendaire,15412,1340,11810,116
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
CNBC,20402945,CNBC,4484090,850,476208,37245
Melissa Lori,1421470878,iammelissalori,39709,245,8682,154
citiboy.crypto,170401727,BradleyMcIntosh,24763,1109,2549,110
Fred Wellman,42518865,FPWellman,220869,4702,95401,1207
kyle,35220798,iamDasKapital,16402,1509,80823,77
loreleine 🏳️‍⚧️,1194452630472396801,FruityDaLei,14825,1000,58068,85
Independent Premium,1044844792126033925,indypremium,4053,1,50226,43
Michael Saylor⚡️,244647486,saylor,2162223,552,2968,12750
WFAA,15694286,wfaa,586245,3999,260973,3267
Akeem Hunt,167219459,Mr_A1Hunt,11677,777,59787,92
JAYECANE,35837162,Jayecane,242659,241,182872,427
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Bloomberg,34713362,business,7858682,1372,759908,64632
Steven Cohn,33931931,spcohn,3011,4725,38487,220
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Dominique Hamilton,193026871,Underrated_Dom,34306,958,19561,200
ZDNet,3819701,ZDNet,464907,205,334487,12031
Robert Jameson,83603493,rhjameson,4085,1342,67253,111
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Robert Muggah,105475708,robmuggah,2374,784,1106,32
Beth Williams Liou,1163804689,BWilliLiou,4150,1449,17330,129
Adam Singer,14031032,AdamSinger,75143,3525,263009,3057
💀Bob Lynch💀,966389552540766208,Bob4Florida,2908,553,40890,24
Edward Ongweso Jr,1135622396,bigblackjacobin,48573,3484,47878,367
Bitcoin News,3367334171,BTCTN,2312349,921,24849,10327
KCENNews,56470183,6NewsCTX,43698,779,118837,502
The Washington Post,2467791,washingtonpost,18643063,1714,417192,104680
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Lark Davis,30325257,TheCryptoLark,863453,448,39045,5309
Manny Alicandro,992623688028774400,Manny_Alicandro,16692,13789,1093,41
FRAN,2398057698,FRANA_OW,83947,1166,13311,170
13 On Your Side,15917758,wzzm13,88661,332,282852,1015
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
chad george,52107295,savage135,4086,386,9516,110
The Boston Globe,95431448,BostonGlobe,799780,1087,475951,10591
james hong,1058971,jhong,16270,460,8867,572
Jessica Vaugn,50595242,JessicaVaugn,330127,3820,54694,907
Seán Ono Lennon,17427779,seanonolennon,341666,3506,26148,3235
KTVZ NewsChannel 21,25451167,KTVZ,25247,220,129167,537
News 3 Now / Channel 3000,16699451,WISCTV_News3,54324,35627,188977,1054
Kalkine Media Australia,1005789907,kalkineau,3558,4668,60799,136
NBC DFW,15933690,NBCDFW,485908,2182,263576,2937
Christopher Ellis,152579086,ellismuzicchild,10715,445,12042,86
Cobie,2259434528,cobie,620414,572,54416,9327
Black Enterprise,15612015,blackenterprise,322034,9312,105227,3347
The Sun,34655603,TheSun,1933613,366,649825,8441
The Associated Press,51241574,AP,15454196,6840,309277,102487
Earle Kimel,1286521748,earlekimel,2610,3254,44023,109
AGORACOM - George,14877483,AGORACOM,11205,1464,60819,273
WCNC Charlotte,12738892,wcnc,225867,6659,255028,1709
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
Nassim Nicholas Taleb,381289719,nntaleb,813391,1258,36394,10756
Shibetoshi Nakamoto,30699048,BillyM2k,1068580,420,27876,1615
Andrew White,47440498,randrewwhite,3746,500,3173,36
Jacob Silverman,4011928402,SilvermanJacob,15387,3893,3289,221
Cameron Winklevoss,250980843,cameron,679696,1677,5897,5674
U.S. Olympian Johnny Quinn,29088219,JohnnyQuinnUSA,18873,70,14699,319
Newsy,9783422,Newsy,77339,1906,107211,1251
